LOANAMOUNT,SEX,AGE,HOUSE,CREDITCARD,JOB,DEPENDENT,TELEPHONE,FOREIGNER,RISK
9771,female,56,free,3,skilled,2,yes,yes,Risk
4791,female,50,free,2,skilled,1,yes,yes,Risk
3530,male,19,rent,1,skilled,1,none,yes,No Risk
5474,female,34,rent,1,skilled,1,none,yes,No Risk
5728,male,38,free,2,skilled,1,yes,yes,No Risk
5011,male,37,own,2,skilled,1,none,yes,Risk
250,male,36,own,1,skilled,1,none,yes,No Risk
5260,female,48,own,1,skilled,1,none,yes,Risk
250,female,41,rent,1,skilled,1,none,yes,No Risk
3532,female,45,free,2,unskilled,2,yes,yes,Risk
2733,male,25,own,1,skilled,1,none,yes,No Risk
4869,male,36,own,2,skilled,2,yes,yes,No Risk
250,male,29,own,2,skilled,1,none,yes,No Risk
4400,female,38,own,2,skilled,2,yes,yes,Risk
2266,male,31,own,1,skilled,1,none,yes,No Risk
4392,male,28,own,2,skilled,1,yes,yes,Risk
3232,male,33,own,1,unskilled,1,none,yes,No Risk
4399,female,25,own,2,skilled,1,none,yes,No Risk
1883,male,40,own,1,skilled,1,yes,yes,Risk
250,male,21,rent,1,unskilled,1,none,yes,No Risk
4211,female,36,own,2,skilled,1,none,yes,No Risk
737,male,49,own,1,unemployed,1,none,yes,No Risk
1925,female,19,rent,1,skilled,1,none,yes,No Risk
3714,male,29,own,2,unskilled,1,yes,yes,No Risk
3771,male,19,rent,1,skilled,1,none,yes,No Risk
6184,female,45,own,1,skilled,1,none,yes,Risk
5075,male,60,free,2,skilled,2,yes,no,Risk
7410,male,39,own,2,skilled,1,none,yes,Risk
650,male,25,rent,1,unskilled,1,none,yes,No Risk
5335,female,39,own,1,skilled,1,none,yes,No Risk
1996,male,30,own,1,unskilled,1,none,yes,No Risk
250,male,24,rent,1,skilled,1,none,yes,No Risk
4776,female,46,free,2,skilled,1,none,yes,Risk
678,female,38,rent,1,unskilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,yes,yes,No Risk
6040,male,55,own,2,unskilled,2,yes,yes,Risk
3355,female,48,own,2,skilled,1,yes,yes,No Risk
4420,male,43,free,2,skilled,1,yes,yes,No Risk
6850,male,32,own,2,unskilled,1,yes,yes,No Risk
2323,male,19,rent,1,unskilled,1,none,yes,No Risk
6858,male,40,rent,1,unskilled,1,none,yes,Risk
1051,female,39,own,2,skilled,2,yes,yes,No Risk
4522,male,40,rent,2,unskilled,2,none,yes,No Risk
2264,female,42,own,2,skilled,1,none,yes,No Risk
3094,male,39,own,1,skilled,1,yes,yes,Risk
2174,female,35,own,1,skilled,1,none,yes,No Risk
5257,male,27,own,2,skilled,1,none,yes,No Risk
3009,male,37,own,2,skilled,1,none,yes,Risk
8489,male,45,free,3,skilled,1,yes,yes,Risk
3202,female,30,own,2,skilled,1,none,yes,Risk
2849,female,32,own,1,skilled,1,none,no,No Risk
1355,male,19,own,1,skilled,1,none,yes,Risk
3518,female,32,rent,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
4834,male,47,own,2,skilled,2,yes,yes,Risk
2539,female,49,own,1,skilled,1,yes,yes,No Risk
3342,male,36,own,1,skilled,1,none,yes,No Risk
6313,male,45,own,3,skilled,2,yes,yes,Risk
4800,male,42,own,2,skilled,1,none,yes,No Risk
250,female,20,own,1,skilled,1,none,yes,No Risk
5283,male,43,own,2,skilled,2,yes,yes,Risk
3729,female,30,rent,1,skilled,1,none,yes,No Risk
5291,male,43,own,1,unskilled,1,yes,yes,No Risk
4003,male,29,own,1,skilled,1,none,yes,No Risk
1455,female,31,own,1,skilled,1,none,yes,No Risk
5301,male,54,free,2,skilled,2,yes,yes,Risk
333,female,23,own,1,unskilled,1,none,yes,No Risk
6688,female,55,free,2,skilled,1,yes,yes,Risk
1828,male,44,own,1,skilled,1,none,yes,Risk
7652,female,56,own,2,unskilled,1,yes,yes,Risk
621,female,29,rent,1,unskilled,1,none,yes,No Risk
4423,female,42,own,1,skilled,1,none,yes,No Risk
1849,female,28,own,1,skilled,1,none,yes,No Risk
7706,female,45,own,2,skilled,1,none,yes,Risk
250,male,24,rent,1,skilled,1,none,yes,No Risk
1382,male,19,own,1,skilled,1,none,yes,No Risk
4087,male,29,own,2,skilled,1,yes,yes,No Risk
250,male,25,rent,1,unskilled,1,none,yes,No Risk
7691,male,56,free,2,skilled,2,yes,yes,Risk
1987,male,25,own,1,unemployed,1,none,yes,No Risk
2083,male,25,own,1,skilled,1,none,yes,No Risk
695,male,29,rent,1,skilled,1,none,yes,No Risk
1312,female,24,rent,1,unemployed,1,none,yes,No Risk
4170,female,35,own,1,unskilled,1,none,yes,No Risk
2123,male,34,own,1,skilled,1,none,yes,No Risk
2160,female,32,own,1,skilled,1,yes,yes,No Risk
250,female,39,rent,1,skilled,1,none,yes,No Risk
8116,male,53,free,2,skilled,1,yes,yes,Risk
3550,male,26,own,2,unskilled,1,yes,yes,No Risk
4783,female,33,own,1,skilled,1,none,yes,No Risk
1071,male,33,rent,1,skilled,1,none,yes,Risk
4071,male,47,free,1,skilled,1,yes,yes,No Risk
2884,male,57,free,1,skilled,2,yes,yes,No Risk
5049,male,54,own,2,skilled,1,none,yes,No Risk
4059,female,45,own,1,skilled,1,none,yes,Risk
8867,female,47,own,2,unskilled,1,yes,yes,No Risk
3456,male,46,own,2,skilled,1,none,yes,No Risk
7248,male,42,free,2,skilled,1,yes,yes,Risk
250,female,33,own,1,skilled,1,none,yes,No Risk
7824,male,44,free,2,skilled,1,none,yes,No Risk
6558,male,27,own,2,skilled,1,none,yes,No Risk
3575,female,41,own,2,skilled,1,none,yes,No Risk
1823,male,27,own,2,unemployed,1,yes,yes,No Risk
9635,male,61,free,2,skilled,1,yes,yes,Risk
250,female,30,own,1,skilled,1,none,yes,No Risk
3083,male,37,own,2,skilled,1,none,yes,Risk
250,male,41,rent,1,unemployed,1,yes,yes,No Risk
6810,female,44,own,2,skilled,2,yes,yes,Risk
250,male,26,rent,1,skilled,1,none,yes,No Risk
872,female,41,own,1,skilled,1,none,yes,No Risk
2984,male,33,own,2,skilled,1,yes,yes,No Risk
4561,female,31,own,1,skilled,1,none,yes,No Risk
4048,female,33,own,2,skilled,1,none,yes,No Risk
250,female,23,rent,1,skilled,1,yes,yes,No Risk
2894,male,30,own,2,skilled,1,yes,yes,No Risk
3482,male,59,free,2,skilled,2,yes,yes,Risk
5012,female,43,free,1,skilled,1,yes,yes,No Risk
5749,female,39,own,2,skilled,1,none,yes,Risk
250,female,31,rent,1,unemployed,2,none,yes,No Risk
5223,female,52,own,3,skilled,1,yes,yes,Risk
5923,male,36,own,2,skilled,1,none,yes,Risk
250,female,28,own,1,skilled,1,none,yes,No Risk
5123,male,46,own,2,skilled,1,none,yes,No Risk
2231,female,45,own,1,skilled,1,none,yes,Risk
4956,male,44,own,2,skilled,1,none,yes,No Risk
1711,female,21,rent,1,unemployed,1,none,yes,No Risk
8074,male,40,own,2,unskilled,1,yes,yes,Risk
948,female,19,rent,1,skilled,1,none,yes,Risk
5092,female,47,own,1,unemployed,1,yes,yes,No Risk
5995,male,47,own,2,skilled,2,yes,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
1809,male,42,own,2,skilled,1,none,yes,Risk
290,male,40,own,1,skilled,1,yes,yes,Risk
5119,female,55,own,1,skilled,1,none,yes,Risk
1807,male,40,rent,2,skilled,2,none,yes,No Risk
6180,female,46,own,2,skilled,2,none,yes,Risk
7171,male,30,own,2,unemployed,1,yes,yes,Risk
8836,male,56,free,2,skilled,1,yes,yes,Risk
6773,male,54,free,3,skilled,1,yes,yes,Risk
477,female,28,own,1,skilled,1,none,yes,No Risk
7533,male,57,free,2,skilled,2,yes,yes,Risk
2672,female,30,own,1,skilled,1,none,yes,No Risk
4721,female,44,own,1,skilled,1,yes,yes,No Risk
510,male,36,own,2,skilled,1,none,yes,No Risk
4048,male,24,own,2,skilled,1,yes,yes,No Risk
5628,male,43,own,2,unskilled,1,yes,yes,No Risk
1738,female,30,own,1,skilled,1,none,yes,No Risk
4920,female,44,free,2,skilled,1,none,yes,Risk
250,female,21,own,1,skilled,1,none,yes,Risk
2540,male,42,own,2,skilled,1,yes,yes,No Risk
1464,female,25,own,1,skilled,1,none,yes,No Risk
1628,female,25,own,1,skilled,1,none,yes,No Risk
250,male,32,rent,2,skilled,1,none,yes,Risk
7403,male,50,own,2,skilled,2,yes,yes,Risk
3468,male,27,rent,1,unskilled,2,none,yes,No Risk
6016,male,42,own,2,skilled,1,none,yes,No Risk
250,female,36,own,1,unskilled,1,yes,yes,No Risk
3626,male,35,own,2,skilled,1,yes,yes,No Risk
3052,female,45,free,2,skilled,1,none,yes,Risk
6110,male,50,own,3,unskilled,2,yes,yes,No Risk
250,male,28,rent,1,skilled,1,none,yes,No Risk
5629,female,43,own,2,skilled,1,none,yes,Risk
754,male,19,rent,1,unemployed,1,none,yes,No Risk
5283,male,58,free,2,skilled,2,yes,yes,Risk
1598,male,44,own,2,skilled,1,yes,yes,No Risk
5056,male,43,own,2,unskilled,1,yes,yes,No Risk
3629,male,44,own,2,skilled,2,yes,yes,No Risk
4724,female,42,own,1,skilled,1,none,yes,No Risk
1623,male,41,rent,1,skilled,1,none,yes,Risk
3983,female,26,own,1,unskilled,1,none,yes,No Risk
422,male,49,own,1,skilled,2,yes,yes,No Risk
250,female,24,rent,1,unskilled,1,none,yes,No Risk
6066,male,48,own,3,unskilled,2,yes,yes,Risk
250,male,19,own,1,skilled,1,yes,yes,Risk
5237,male,54,free,2,skilled,1,yes,yes,Risk
6989,male,58,free,3,skilled,2,yes,yes,Risk
2974,male,37,rent,1,skilled,2,none,yes,No Risk
250,female,22,own,1,skilled,1,none,yes,No Risk
5848,female,44,own,2,skilled,2,yes,yes,Risk
426,male,37,rent,1,unskilled,1,none,yes,No Risk
1133,male,21,rent,1,skilled,1,none,yes,No Risk
4864,male,34,rent,2,skilled,1,none,yes,No Risk
3480,male,33,own,2,skilled,1,yes,yes,No Risk
650,female,19,own,2,skilled,1,none,yes,No Risk
3733,male,41,own,1,skilled,1,yes,yes,No Risk
7769,male,23,free,2,skilled,1,none,yes,Risk
1231,female,27,own,1,skilled,1,none,yes,No Risk
2707,female,24,rent,2,skilled,1,none,yes,No Risk
2239,female,29,own,1,unemployed,1,none,yes,No Risk
4781,male,36,own,1,skilled,1,yes,yes,No Risk
250,female,33,own,1,skilled,1,none,yes,No Risk
5468,male,36,own,2,unskilled,1,yes,yes,No Risk
2136,male,20,own,2,skilled,1,none,yes,No Risk
2829,female,38,own,1,skilled,1,none,yes,No Risk
250,female,24,rent,1,unskilled,1,none,yes,No Risk
250,female,27,rent,1,skilled,1,none,yes,No Risk
1800,male,46,own,2,skilled,1,none,yes,No Risk
1610,male,28,own,2,skilled,1,none,yes,No Risk
250,female,19,own,1,unskilled,1,none,yes,No Risk
8801,male,53,free,2,skilled,1,yes,yes,Risk
250,female,23,own,1,skilled,1,none,yes,No Risk
2548,female,30,rent,1,unemployed,1,none,yes,No Risk
271,female,19,rent,1,skilled,1,none,yes,No Risk
4396,female,53,own,2,skilled,1,yes,yes,Risk
3132,female,40,own,1,skilled,1,none,yes,No Risk
2897,female,37,own,1,skilled,2,yes,yes,No Risk
1958,female,47,own,2,unskilled,1,none,yes,No Risk
3863,female,39,own,2,unemployed,1,none,yes,No Risk
5524,female,44,own,2,skilled,1,none,yes,Risk
250,female,21,rent,2,unskilled,1,none,yes,No Risk
3161,female,40,own,1,skilled,1,none,yes,No Risk
5637,male,32,own,1,skilled,1,yes,yes,Risk
3140,female,38,own,2,unemployed,1,yes,yes,No Risk
250,male,26,rent,1,skilled,1,none,yes,No Risk
5940,male,43,own,2,skilled,2,yes,yes,Risk
4882,male,37,own,1,skilled,2,none,yes,No Risk
6645,male,51,free,2,skilled,1,yes,yes,Risk
2760,male,34,own,1,unemployed,1,yes,yes,Risk
1397,male,46,own,2,skilled,1,yes,yes,No Risk
250,male,19,rent,1,unskilled,1,none,yes,No Risk
5346,male,55,own,3,unskilled,2,yes,yes,No Risk
2461,male,28,own,2,skilled,2,none,yes,No Risk
1317,male,38,own,2,skilled,1,yes,yes,No Risk
5037,male,37,free,2,skilled,1,yes,yes,Risk
3181,male,40,own,2,skilled,1,none,no,No Risk
4296,male,47,free,2,skilled,1,yes,yes,Risk
4380,female,36,own,1,unemployed,1,none,no,No Risk
4400,male,45,own,1,skilled,2,yes,yes,Risk
6481,male,45,own,2,unskilled,1,none,yes,Risk
250,female,19,rent,1,unskilled,1,none,yes,No Risk
1557,male,38,own,1,unskilled,1,yes,yes,Risk
250,female,28,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
250,female,29,rent,1,unskilled,1,none,yes,No Risk
1315,male,26,rent,1,skilled,1,none,yes,No Risk
2327,female,33,rent,2,unskilled,1,none,yes,No Risk
1575,female,20,rent,1,unskilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,Risk
5186,male,42,free,2,skilled,1,yes,yes,Risk
5629,female,32,own,1,skilled,1,yes,yes,No Risk
3335,female,27,rent,1,unskilled,1,none,yes,No Risk
250,female,20,rent,1,skilled,1,none,yes,No Risk
4256,male,20,own,2,skilled,2,none,yes,No Risk
4209,male,42,own,2,skilled,1,yes,yes,No Risk
3295,male,51,free,1,skilled,1,yes,yes,No Risk
250,male,22,rent,1,skilled,1,none,yes,No Risk
3515,male,31,own,2,skilled,2,yes,yes,Risk
3279,male,28,own,1,skilled,1,none,yes,No Risk
763,male,30,own,1,skilled,1,none,yes,No Risk
250,female,31,own,1,skilled,1,yes,yes,No Risk
4877,female,43,own,1,skilled,1,none,yes,Risk
250,male,40,rent,1,skilled,1,none,yes,No Risk
1225,male,42,rent,1,skilled,1,none,yes,Risk
2036,male,28,own,1,unskilled,1,yes,yes,No Risk
3834,female,28,own,1,skilled,1,none,yes,No Risk
7908,male,44,free,2,skilled,1,yes,yes,Risk
2430,male,31,own,1,skilled,1,none,yes,No Risk
7355,male,45,own,2,skilled,1,yes,yes,Risk
1846,female,41,own,1,skilled,1,yes,yes,No Risk
5862,male,59,free,2,skilled,1,yes,yes,Risk
250,male,24,own,1,skilled,1,none,yes,No Risk
5565,male,35,free,1,skilled,1,none,yes,No Risk
2546,male,36,free,1,unskilled,1,yes,yes,Risk
997,male,32,rent,1,skilled,1,none,yes,No Risk
250,female,22,own,1,skilled,1,none,yes,No Risk
3529,male,24,own,1,skilled,1,none,yes,No Risk
1464,male,19,rent,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3822,male,30,own,1,skilled,1,none,yes,No Risk
6954,male,56,free,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
3078,female,33,own,2,skilled,1,none,yes,No Risk
5595,male,42,own,2,skilled,1,yes,yes,Risk
294,male,33,rent,1,unskilled,1,none,yes,No Risk
2683,female,28,own,1,skilled,1,none,yes,No Risk
1903,male,38,own,1,skilled,1,yes,yes,Risk
705,female,27,own,1,skilled,1,none,yes,No Risk
2008,male,27,own,2,skilled,1,yes,yes,No Risk
2192,male,34,own,2,skilled,1,none,yes,No Risk
1657,female,20,rent,1,skilled,1,none,yes,No Risk
1652,male,22,rent,1,skilled,1,none,yes,No Risk
5380,male,47,own,1,unemployed,1,yes,yes,No Risk
3617,male,34,own,2,skilled,2,none,yes,Risk
4945,female,41,own,2,skilled,2,none,yes,Risk
4055,male,45,own,1,skilled,1,none,yes,No Risk
2795,female,38,own,1,skilled,1,none,no,No Risk
7405,male,46,own,1,unskilled,1,none,yes,No Risk
264,male,29,rent,1,skilled,1,none,yes,No Risk
5928,male,44,free,2,skilled,1,yes,yes,No Risk
6032,male,36,own,2,unskilled,2,yes,yes,No Risk
5869,female,38,own,2,skilled,2,yes,yes,Risk
250,male,40,own,1,skilled,1,yes,yes,No Risk
2295,male,39,own,1,skilled,1,yes,yes,No Risk
1818,male,41,own,1,skilled,1,none,yes,Risk
1714,female,41,own,2,skilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1782,male,41,rent,1,skilled,1,none,yes,Risk
444,female,19,own,1,skilled,1,none,yes,No Risk
784,male,31,own,2,skilled,1,none,yes,No Risk
5311,male,31,own,2,skilled,1,none,yes,No Risk
4694,female,42,own,1,skilled,1,none,yes,Risk
5253,male,43,own,2,skilled,1,yes,yes,No Risk
3278,male,37,free,2,skilled,1,yes,yes,No Risk
4953,male,31,own,1,skilled,1,none,yes,Risk
8761,female,32,own,1,skilled,1,none,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3942,male,46,free,2,skilled,1,none,no,No Risk
250,female,22,rent,1,skilled,1,yes,yes,No Risk
3137,male,31,own,2,skilled,2,none,yes,Risk
6763,male,41,rent,1,unskilled,1,none,yes,No Risk
1950,female,32,rent,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
2074,male,42,own,2,unskilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
6277,male,47,own,3,unskilled,2,yes,yes,Risk
1749,female,30,own,1,skilled,1,none,yes,No Risk
4505,male,37,own,2,skilled,1,none,yes,No Risk
3722,male,32,rent,1,unskilled,1,none,yes,No Risk
576,male,19,rent,1,unskilled,1,none,yes,No Risk
5060,male,44,own,2,skilled,1,none,yes,No Risk
7864,male,51,free,2,skilled,1,yes,yes,Risk
2994,male,36,rent,1,skilled,1,none,yes,No Risk
4622,female,35,own,1,skilled,1,none,yes,No Risk
2022,female,32,own,2,unemployed,1,yes,yes,Risk
703,female,20,own,1,skilled,1,none,yes,No Risk
1395,male,31,own,1,skilled,1,none,yes,No Risk
5821,male,51,own,2,skilled,2,none,yes,Risk
2900,male,49,own,2,skilled,2,yes,yes,No Risk
250,female,22,own,1,skilled,1,none,yes,No Risk
2660,female,29,rent,2,skilled,2,none,yes,No Risk
6263,male,48,free,2,skilled,2,yes,yes,Risk
5206,male,38,own,1,skilled,1,none,yes,No Risk
250,male,44,own,2,skilled,2,none,yes,No Risk
3147,male,31,own,1,skilled,1,none,yes,No Risk
258,male,39,free,1,unemployed,1,yes,yes,Risk
3415,male,44,own,2,unemployed,1,yes,yes,Risk
1576,female,31,own,1,skilled,1,none,yes,No Risk
6354,female,32,own,2,skilled,1,none,yes,Risk
4390,male,40,free,2,skilled,1,none,yes,Risk
250,male,19,rent,1,unskilled,1,none,yes,No Risk
6199,male,52,free,2,skilled,2,yes,yes,Risk
3437,male,60,own,2,skilled,1,yes,yes,Risk
687,female,31,own,2,unskilled,1,none,yes,No Risk
2765,male,40,own,1,skilled,2,yes,yes,No Risk
4181,male,35,own,1,skilled,1,none,yes,No Risk
1722,female,21,own,1,skilled,1,none,yes,No Risk
2634,male,23,own,1,unskilled,1,none,yes,No Risk
8404,male,56,free,2,skilled,2,yes,yes,Risk
5488,female,52,own,2,skilled,1,none,yes,Risk
7689,male,61,own,3,unemployed,2,yes,yes,Risk
1370,male,31,rent,1,skilled,1,none,yes,No Risk
250,male,31,own,1,skilled,1,none,yes,No Risk
250,female,31,own,1,unskilled,1,yes,yes,No Risk
1904,male,25,own,1,skilled,1,none,yes,Risk
5069,male,50,free,2,skilled,1,yes,yes,No Risk
2549,female,37,own,1,skilled,1,none,yes,No Risk
4787,male,32,own,2,skilled,1,none,no,No Risk
322,male,48,own,1,skilled,1,none,yes,No Risk
2141,male,37,own,2,skilled,1,none,yes,No Risk
3855,female,46,own,2,skilled,1,none,yes,Risk
8220,male,56,free,2,unskilled,2,yes,yes,Risk
6084,male,37,own,2,skilled,1,none,yes,Risk
4323,female,43,own,2,unskilled,1,yes,yes,Risk
2742,male,34,own,1,skilled,1,yes,yes,No Risk
5494,female,42,own,2,skilled,1,yes,yes,Risk
3233,female,19,own,1,skilled,1,none,yes,No Risk
4480,female,36,own,2,skilled,1,none,yes,No Risk
1781,female,35,rent,1,skilled,1,none,yes,No Risk
5890,male,42,free,1,skilled,1,none,yes,No Risk
3745,male,26,own,1,skilled,2,yes,yes,Risk
1980,male,33,own,1,skilled,1,none,yes,No Risk
2894,male,33,own,1,unemployed,1,none,yes,Risk
2761,male,37,rent,2,skilled,1,none,yes,No Risk
2801,female,25,own,1,skilled,1,none,yes,No Risk
2829,male,30,rent,1,skilled,1,none,yes,Risk
9361,male,44,own,2,skilled,1,yes,yes,Risk
3862,male,24,rent,1,unemployed,1,yes,yes,No Risk
1455,male,51,own,2,skilled,1,yes,yes,Risk
6000,male,57,own,2,skilled,1,yes,yes,Risk
2190,male,44,free,1,skilled,1,yes,yes,No Risk
4756,male,42,own,2,skilled,1,yes,yes,No Risk
6572,female,52,own,2,skilled,1,none,yes,Risk
1964,female,46,own,1,unskilled,1,none,yes,Risk
2881,female,37,free,1,skilled,1,none,yes,No Risk
7744,male,56,free,3,skilled,2,yes,yes,Risk
250,male,36,rent,2,skilled,1,none,yes,No Risk
3139,female,30,own,1,skilled,1,none,yes,No Risk
4488,male,39,own,2,skilled,1,none,yes,No Risk
9497,male,65,own,2,skilled,2,yes,yes,Risk
1680,male,35,own,2,skilled,2,yes,yes,No Risk
1329,female,34,own,3,skilled,1,none,yes,Risk
952,male,31,own,1,skilled,1,none,yes,No Risk
496,female,30,own,1,skilled,1,none,yes,No Risk
250,male,19,own,1,unskilled,1,none,yes,Risk
6693,female,39,own,1,unskilled,1,yes,yes,No Risk
5606,male,32,own,1,skilled,2,yes,yes,Risk
1857,male,35,own,2,unskilled,1,yes,yes,No Risk
4264,female,58,free,2,skilled,2,yes,yes,Risk
3300,male,29,own,2,skilled,1,none,yes,No Risk
1598,female,42,free,1,skilled,2,yes,yes,No Risk
2129,female,27,own,1,skilled,1,none,yes,No Risk
1917,male,27,rent,1,skilled,1,yes,yes,No Risk
3793,male,37,own,1,unemployed,1,yes,yes,No Risk
250,female,32,own,1,unskilled,1,none,yes,No Risk
293,female,24,rent,1,skilled,1,none,yes,No Risk
861,female,36,own,2,skilled,1,none,yes,No Risk
4712,female,50,own,2,skilled,1,yes,yes,Risk
250,male,22,rent,1,skilled,1,none,yes,No Risk
7691,male,41,own,2,unskilled,2,none,yes,No Risk
917,male,40,own,1,unskilled,1,yes,yes,No Risk
2992,male,41,own,2,skilled,1,none,no,No Risk
250,male,32,rent,1,skilled,1,none,yes,No Risk
5355,female,48,own,2,skilled,1,yes,yes,Risk
400,female,35,own,1,skilled,1,none,yes,No Risk
4943,female,49,own,1,skilled,1,none,yes,No Risk
2421,female,32,own,2,skilled,1,none,yes,No Risk
7095,female,40,own,2,skilled,2,none,yes,No Risk
8166,female,56,own,2,skilled,1,none,no,Risk
250,male,19,rent,1,unskilled,1,none,yes,No Risk
250,female,39,rent,1,unemployed,1,yes,yes,No Risk
1968,female,34,own,1,skilled,2,none,yes,No Risk
2490,male,28,own,2,skilled,1,yes,yes,No Risk
250,female,47,own,1,unskilled,1,none,yes,No Risk
5449,male,32,free,2,skilled,2,yes,yes,Risk
250,female,30,own,1,skilled,1,none,yes,No Risk
7469,male,29,own,1,skilled,2,none,yes,No Risk
1289,female,50,own,1,skilled,1,yes,yes,No Risk
4216,female,43,own,2,unskilled,2,yes,yes,Risk
3290,male,23,own,1,unskilled,1,none,yes,Risk
2909,female,35,own,2,skilled,2,yes,yes,No Risk
250,female,19,rent,1,unskilled,1,none,yes,Risk
6289,male,40,own,3,skilled,1,yes,yes,Risk
4526,male,32,own,2,unskilled,1,yes,yes,No Risk
250,male,20,own,2,skilled,1,none,yes,No Risk
3189,female,34,own,2,unemployed,1,none,yes,Risk
1466,female,24,rent,1,skilled,1,none,yes,No Risk
2571,female,38,own,2,skilled,1,none,yes,No Risk
2947,female,33,own,1,skilled,1,none,yes,No Risk
2440,male,39,own,1,skilled,1,yes,yes,Risk
6065,female,36,own,2,skilled,1,none,no,No Risk
6100,male,52,free,2,skilled,1,yes,yes,Risk
480,female,40,own,1,unskilled,1,yes,yes,No Risk
5493,male,44,own,1,skilled,2,yes,no,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2664,male,40,rent,1,skilled,1,none,yes,Risk
2467,male,37,rent,1,skilled,1,yes,yes,No Risk
5187,male,36,own,1,skilled,1,none,yes,Risk
632,female,24,own,1,skilled,1,none,yes,No Risk
4231,female,29,own,1,skilled,1,none,yes,Risk
250,female,20,rent,1,skilled,1,none,yes,Risk
1886,female,32,rent,1,skilled,1,none,yes,No Risk
3299,female,57,free,2,skilled,2,yes,yes,Risk
2750,male,39,own,1,unemployed,1,yes,yes,Risk
532,male,20,rent,1,skilled,1,none,yes,No Risk
9470,male,51,free,2,skilled,2,yes,yes,Risk
4252,male,36,free,1,skilled,1,none,yes,No Risk
4430,female,49,rent,2,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
7089,male,44,free,3,unskilled,2,yes,yes,No Risk
7651,male,46,own,2,skilled,2,yes,yes,Risk
250,male,31,own,1,skilled,1,yes,yes,No Risk
4577,female,35,own,2,skilled,2,none,yes,No Risk
6096,female,40,own,2,skilled,1,none,yes,Risk
5118,male,31,own,1,skilled,1,none,yes,No Risk
6764,male,58,free,2,skilled,1,yes,yes,No Risk
3526,male,39,rent,1,skilled,1,yes,yes,No Risk
3980,female,39,own,2,unskilled,2,yes,yes,Risk
982,male,20,rent,1,unskilled,1,none,yes,No Risk
7897,female,58,own,2,unemployed,2,yes,yes,No Risk
7251,male,55,free,2,skilled,2,yes,yes,Risk
1549,female,28,rent,1,unskilled,1,none,yes,No Risk
2219,male,26,own,1,skilled,1,none,yes,Risk
4520,female,36,own,2,skilled,1,yes,yes,Risk
3402,female,25,rent,1,skilled,1,none,yes,Risk
8741,male,55,free,2,skilled,1,yes,yes,Risk
792,female,31,own,1,skilled,1,none,yes,No Risk
4237,female,47,own,1,skilled,1,none,yes,No Risk
250,female,28,own,1,skilled,1,none,yes,No Risk
1288,female,34,rent,1,skilled,1,none,yes,No Risk
5674,female,44,own,2,unskilled,1,yes,yes,Risk
7646,male,49,free,2,skilled,2,yes,yes,Risk
2154,female,30,own,1,skilled,1,none,yes,No Risk
5671,male,41,own,2,skilled,2,yes,yes,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
1741,male,24,own,1,skilled,1,none,yes,No Risk
250,female,19,own,2,skilled,1,none,yes,No Risk
6178,male,53,free,2,skilled,2,yes,yes,Risk
2923,female,19,own,1,skilled,1,none,yes,No Risk
7422,female,46,own,2,skilled,1,yes,yes,Risk
250,female,26,own,1,skilled,1,none,yes,No Risk
5116,male,43,own,2,unskilled,1,yes,yes,No Risk
2078,male,27,own,1,skilled,1,yes,yes,No Risk
3073,male,34,rent,1,skilled,1,none,yes,No Risk
3176,female,19,own,1,skilled,1,none,yes,No Risk
1984,female,35,own,1,skilled,1,none,yes,No Risk
3845,male,32,own,1,skilled,1,none,yes,No Risk
2178,female,42,own,1,unskilled,1,none,yes,Risk
4662,male,30,own,2,skilled,1,none,yes,Risk
3604,female,38,own,2,unskilled,1,none,no,No Risk
2749,female,22,own,1,skilled,1,none,yes,No Risk
2763,male,32,own,2,skilled,2,none,yes,No Risk
4075,male,36,own,1,unskilled,1,none,yes,No Risk
3576,male,31,rent,1,skilled,1,none,yes,No Risk
250,female,22,rent,1,skilled,1,none,yes,No Risk
4297,female,34,own,1,unemployed,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
5774,male,48,free,1,skilled,1,yes,yes,Risk
2196,female,40,free,1,skilled,2,yes,yes,No Risk
250,male,38,own,1,unemployed,1,yes,yes,Risk
4059,male,60,free,3,skilled,1,yes,no,Risk
9076,male,30,own,1,skilled,1,yes,yes,No Risk
